participant_id,household_size,contact_home,contact_work,contact_school,contact_transport,contact_leisure,contact_other,gender_female,gender_male,age_adult,age_elderly,age_young,age_years
212,3,0,0,0,0,0,1,0,1,1,0,0,37
212,3,1,0,0,0,0,0,0,1,1,0,0,65
212,3,0,0,0,0,1,0,0,1,0,0,1,6
212,3,0,0,1,0,0,0,0,1,0,0,1,13
212,3,0,0,1,0,0,0,0,1,0,0,1,13
212,3,0,0,1,0,0,0,0,1,1,0,0,47
212,3,0,0,1,0,0,0,0,1,0,0,1,13
212,3,1,0,0,0,0,0,0,1,1,0,0,68
212,3,0,0,1,0,0,0,0,1,0,0,1,13
212,3,1,0,0,0,0,0,0,1,1,0,0,38
212,3,0,0,0,0,0,1,0,1,0,0,1,12
212,3,0,0,0,0,1,0,0,1,0,0,1,8
212,3,1,0,0,0,0,0,0,1,1,0,0,40
212,3,0,0,0,0,1,0,0,1,1,0,0,37
212,3,0,0,0,0,1,0,0,1,1,0,0,22
212,3,0,0,0,0,1,0,0,1,1,0,0,16
212,3,0,0,0,0,0,1,0,1,1,0,0,47
212,3,0,0,0,0,0,1,0,1,1,0,0,52
212,3,0,0,0,0,1,0,0,1,0,0,1,9
212,3,0,0,0,0,1,0,0,1,1,0,0,42
212,3,0,0,0,0,1,0,0,1,1,0,0,42
212,3,0,0,0,0,1,0,0,1,1,0,0,22
213,4,0,0,1,0,0,0,0,1,1,0,0,34
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,14
213,4,0,0,1,0,0,0,0,1,1,0,0,52
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,14
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,15
213,4,0,0,1,0,0,0,0,1,1,0,0,48
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,15
213,4,0,0,1,0,0,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,12
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,12
213,4,1,0,0,1,0,0,0,1,1,0,0,39
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,0,0,0,0,1,0,0,1,0,0,1,15
213,4,0,0,0,0,1,0,0,1,0,0,1,13
213,4,1,0,0,1,0,0,0,1,1,0,0,35
213,4,0,0,1,0,0,0,0,1,0,0,1,13
213,4,0,0,1,0,0,0,0,1,0,0,1,14
213,4,0,0,0,0,1,0,0,1,0,0,1,14
213,4,0,0,1,0,0,0,0,1,1,0,0,55
214,5,1,0,0,0,0,0,0,1,1,0,0,44
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,0,0,1,0,0,1,1,0,0,16
214,5,1,0,0,0,0,0,0,1,0,0,1,8
214,5,0,0,1,0,0,0,0,1,1,0,0,47
214,5,0,0,0,0,1,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,17
214,5,1,0,0,0,0,0,0,1,1,0,0,51
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,1,0,0,0,0,0,0,1,0,0,1,14
214,5,1,0,0,0,0,0,0,1,0,1,0,77
214,5,0,0,1,0,0,0,0,1,1,0,0,17
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,0,0,1,0,0,1,1,0,0,16
214,5,1,0,0,0,0,0,0,1,1,0,0,47
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,17
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,0,0,1,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,17
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,16
214,5,0,0,1,0,0,0,0,1,1,0,0,17
214,5,0,0,1,0,0,0,0,1,0,0,1,15
214,5,0,0,1,0,0,0,0,1,1,0,0,57
214,5,1,0,0,0,0,0,0,1,1,0,0,40
214,5,0,0,1,0,0,0,0,1,1,0,0,42
215,4,0,0,0,0,1,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,0,1,1,0,1,0,0,47
215,4,0,0,0,0,1,0,1,0,1,0,0,52
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,18
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,18
215,4,0,0,1,0,0,0,1,0,1,0,0,52
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,1,0,1,0,1,0,0,22
215,4,1,0,0,0,0,0,1,0,1,0,0,46
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,1,0,1,0,0,0,1,15
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,1,0,1,0,1,0,0,16
215,4,0,0,0,0,1,0,1,0,1,0,0,18
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,1,0,1,0,1,0,0,18
215,4,1,0,0,0,0,0,1,0,1,0,0,42
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,42
215,4,0,0,1,0,0,0,1,0,1,0,0,57
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,1,0,0,0,1,0,1,0,0,16
215,4,0,0,0,0,0,1,1,0,1,0,0,18
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,0,0,0,0,0,1,1,0,1,0,0,39
216,3,0,0,0,0,0,1,1,0,0,0,1,1
216,3,1,0,0,0,0,0,1,0,1,0,0,45
216,3,1,0,0,0,0,0,1,0,1,0,0,44
216,3,0,0,1,0,0,0,1,0,0,0,1,13
216,3,1,0,0,0,0,0,1,0,1,0,0,17
216,3,1,0,0,0,0,0,1,0,1,0,0,21
216,3,1,0,0,0,0,0,1,0,1,0,0,49
216,3,1,0,0,0,0,0,1,0,0,0,1,9
216,3,0,0,1,0,0,0,1,0,0,0,1,13
217,3,0,0,0,1,0,0,1,0,1,0,0,37
217,3,0,0,0,1,0,0,1,0,1,0,0,17
217,3,0,0,0,0,1,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,27
217,3,0,0,1,0,0,0,1,0,1,0,0,17
217,3,0,0,0,1,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,1,0,0,0,0,0,1,0,0,1,0,86
217,3,1,0,0,0,0,0,1,0,1,0,0,46
217,3,0,0,1,0,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,0,0,0,1,1,0,1,0,0,27
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,0,0,1,0,1,0,1,0,0,27
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,1,0,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,16
217,3,0,0,0,1,0,0,1,0,1,0,0,17
217,3,0,0,1,0,0,0,1,0,1,0,0,17
218,4,1,0,0,0,0,0,1,0,1,0,0,66
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,1,0,0,0,0,0,1,0,1,0,0,42
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,1,0,0,0,0,0,1,0,1,0,0,42
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,1,0,0,0,0,0,1,0,0,0,1,6
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,1,0,0,0,0,0,1,0,0,0,1,9
218,4,1,0,0,0,0,0,1,0,0,0,1,4
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,1,0,0,0,0,0,1,0,1,0,0,35
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,1,0,0,0,0,0,1,0,0,0,1,9
218,4,1,0,0,0,0,0,1,0,1,0,0,40
218,4,0,1,0,0,0,0,1,0,1,0,0,36
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,1,0,0,0,0,0,1,0,1,0,0,41
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,0,1,0,0,0,0,1,0,1,0,0,70
218,4,1,0,0,0,0,0,1,0,1,0,0,41
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,0,0,1,0,0,0,1,0,0,0,1,10
218,4,0,0,1,0,0,0,1,0,0,0,1,11
218,4,0,0,1,0,0,0,1,0,0,0,1,11
219,5,0,0,1,0,0,0,0,1,0,0,1,14
219,5,0,0,1,0,0,0,0,1,1,0,0,17
219,5,1,0,0,0,0,0,0,1,0,0,1,6
219,5,0,0,1,0,0,0,0,1,0,0,1,14
219,5,1,0,0,0,0,0,0,1,0,0,1,8
219,5,0,0,1,0,0,0,0,1,0,0,1,14
219,5,0,0,1,0,0,0,0,1,0,0,1,14
220,4,0,0,0,0,0,1,0,1,1,0,0,40
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,5
220,4,0,0,0,0,1,0,0,1,0,0,1,8
220,4,0,1,0,0,0,0,0,1,1,0,0,52
220,4,0,0,0,0,0,1,0,1,1,0,0,41
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,1,0,0,40
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,1,0,0,40
220,4,0,0,0,0,0,1,0,1,0,0,1,10
220,4,0,0,0,0,0,1,0,1,1,0,0,45
220,4,1,0,0,0,0,0,0,1,1,0,0,42
220,4,0,0,0,0,1,0,0,1,0,0,1,8
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,1,0,0,0,0,0,0,1,0,0,1,5
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,1,0,0,52
220,4,1,0,0,0,0,0,0,1,1,0,0,42
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
220,4,0,1,0,0,0,0,0,1,0,0,1,10
221,4,0,0,1,0,0,0,0,1,0,0,1,10
221,4,0,0,0,0,1,0,0,1,0,0,1,10
221,4,1,0,0,0,0,0,0,1,1,0,0,36
221,4,0,0,0,0,0,1,0,1,1,0,0,61
221,4,0,0,1,0,0,0,0,1,0,0,1,10
221,4,1,0,0,0,0,0,0,1,0,0,1,5
221,4,0,0,0,0,1,0,0,1,1,0,0,19
221,4,0,0,1,0,0,0,0,1,0,0,1,10
221,4,0,0,0,0,1,0,0,1,1,0,0,22
221,4,1,0,0,0,0,0,0,1,1,0,0,56
221,4,0,0,0,0,1,0,0,1,0,0,1,11
221,4,0,0,0,0,1,0,0,1,0,0,1,11
221,4,0,0,0,0,1,0,0,1,1,0,0,42
221,4,0,0,1,0,0,0,0,1,1,0,0,37
221,4,0,0,0,1,0,0,0,1,1,0,0,39
221,4,0,0,0,0,1,0,0,1,0,0,1,11
221,4,0,0,0,0,1,0,0,1,0,0,1,11
221,4,0,0,0,1,0,0,0,1,1,0,0,32
222,4,0,0,0,0,0,1,1,0,1,0,0,22
222,4,0,0,0,0,0,1,1,0,0,0,1,11
222,4,0,0,0,0,0,1,1,0,1,0,0,65
222,4,0,0,0,0,0,1,1,0,0,0,1,12
222,4,0,0,0,0,1,0,1,0,0,0,1,13
222,4,0,0,0,0,1,0,1,0,0,0,1,8
222,4,0,0,0,0,1,0,1,0,1,0,0,42
222,4,1,0,0,0,0,0,1,0,1,0,0,43
222,4,0,0,0,0,1,0,1,0,0,0,1,13
222,4,0,0,0,0,0,1,1,0,1,0,0,42
222,4,1,0,0,0,0,0,1,0,0,0,1,8
222,4,0,0,0,0,0,1,1,0,0,0,1,7
222,4,0,0,0,0,0,1,1,0,0,0,1,14
222,4,0,0,0,0,0,1,1,0,0,0,1,14
222,4,0,0,0,0,0,1,1,0,0,0,1,15
222,4,0,0,0,0,0,1,1,0,0,0,1,14
222,4,0,0,0,0,0,1,1,0,0,0,1,12
222,4,0,0,0,0,0,1,1,0,0,0,1,14
222,4,1,0,0,0,0,0,1,0,1,0,0,46
222,4,0,0,0,0,0,1,1,0,0,0,1,15
222,4,0,0,0,0,0,1,1,0,1,0,0,42
222,4,0,0,0,0,0,1,1,0,1,0,0,46
222,4,0,0,0,0,0,1,1,0,0,0,1,13
222,4,0,0,0,0,0,1,1,0,0,0,1,15
222,4,0,0,0,0,0,1,1,0,1,0,0,27
222,4,0,0,0,0,0,1,1,0,1,0,0,47
222,4,0,0,0,0,1,0,1,0,0,0,1,13
222,4,0,0,0,0,0,1,1,0,1,0,0,17
222,4,0,0,0,0,1,0,1,0,1,0,0,65
222,4,0,0,0,0,0,1,1,0,0,0,1,8
222,4,0,0,0,0,0,1,1,0,0,0,1,12
222,4,0,0,0,0,0,1,1,0,0,0,1,13
222,4,0,0,0,0,1,0,1,0,0,0,1,14
222,4,0,0,0,0,1,0,1,0,0,0,1,11
222,4,0,0,0,0,1,0,1,0,0,0,1,15
222,4,0,0,0,0,1,0,1,0,0,0,1,14
222,4,0,0,0,0,1,0,1,0,0,0,1,12
222,4,0,0,0,0,0,1,1,0,0,0,1,5
222,4,0,0,0,0,0,1,1,0,0,0,1,15
222,4,0,0,0,0,0,1,1,0,0,0,1,14
222,4,0,0,0,0,1,0,1,0,1,0,0,41
222,4,0,0,0,0,0,1,1,0,0,0,1,13
222,4,0,0,0,0,1,0,1,0,1,0,0,19
222,4,0,0,0,0,1,0,1,0,0,0,1,8
222,4,0,0,0,0,1,0,1,0,1,0,0,42
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,1,0,0,0,0,0,1,0,0,0,1,7
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,20
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,1,0,0,0,0,0,1,0,1,0,0,46
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,0,0,1,0,0,0,1,0,1,0,0,19
223,4,0,0,1,0,0,0,1,0,1,0,0,44
223,4,0,0,1,0,0,0,1,0,1,0,0,32
223,4,0,0,1,0,0,0,1,0,1,0,0,45
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,52
223,4,0,0,1,0,0,0,1,0,1,0,0,18
223,4,1,0,0,0,0,0,1,0,1,0,0,16
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,16
223,4,0,0,1,0,0,0,1,0,1,0,0,42
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,17
223,4,0,0,1,0,0,0,1,0,1,0,0,43
223,4,0,0,1,0,0,0,1,0,1,0,0,47
223,4,1,0,0,0,0,0,1,0,1,0,0,41
223,4,0,0,1,0,0,0,1,0,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,16
224,4,0,0,0,0,1,0,0,1,0,0,1,12
224,4,0,0,1,0,0,0,0,1,1,0,0,18
224,4,0,0,0,1,0,0,0,1,0,0,1,14
224,4,0,0,0,1,0,0,0,1,1,0,0,21
224,4,0,0,0,1,0,0,0,1,1,0,0,23
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,1,0,0,0,0,0,0,1,1,0,0,52
224,4,1,0,0,0,0,0,0,1,0,0,1,13
224,4,0,0,0,1,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,1,0,0,18
224,4,1,0,0,0,0,0,0,1,1,0,0,54
224,4,0,0,0,1,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,1,0,0,16
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,1,0,0,0,0,0,0,1,1,0,0,47
224,4,0,0,1,0,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,0,0,1,11
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,1,0,0,0,0,1,1,0,0,17
224,4,0,0,0,1,0,0,0,1,1,0,0,18
224,4,0,0,1,0,0,0,0,1,1,0,0,18
225,5,1,0,0,0,0,0,0,1,1,0,0,38
225,5,0,0,1,0,0,0,0,1,1,0,0,42
225,5,1,0,0,0,0,0,0,1,1,0,0,32
225,5,0,0,1,0,0,0,0,1,0,0,1,11
225,5,0,0,1,0,0,0,0,1,0,0,1,11
225,5,0,0,1,0,0,0,0,1,1,0,0,42
225,5,1,0,0,0,0,0,0,1,0,0,1,7
225,5,0,0,1,0,0,0,0,1,0,0,1,11
225,5,0,0,1,0,0,0,0,1,0,0,1,12
225,5,1,0,0,0,0,0,0,1,0,0,1,5
226,4,1,0,0,0,0,0,1,0,1,0,0,39
226,4,0,0,0,0,1,0,1,0,0,0,1,15
226,4,0,0,0,0,1,0,1,0,1,0,0,16
226,4,0,0,0,0,0,1,1,0,1,0,0,20
226,4,0,0,0,0,0,1,1,0,1,0,0,16
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,1,0,0,35
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,1,0,1,0,0,0,1,15
226,4,0,0,0,0,1,0,1,0,1,0,0,35
226,4,0,0,0,0,1,0,1,0,0,0,1,15
226,4,0,0,0,0,1,0,1,0,1,0,0,18
226,4,0,0,1,0,0,0,1,0,1,0,0,45
226,4,0,0,1,0,0,0,1,0,0,0,1,13
226,4,0,0,0,0,1,0,1,0,1,0,0,19
226,4,0,0,0,0,1,0,1,0,1,0,0,18
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,1,0,1,0,1,0,0,16
226,4,0,0,0,0,1,0,1,0,1,0,0,18
226,4,0,0,0,0,1,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,1,0,0,45
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,1,0,0,0,0,0,1,0,0,0,1,10
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,1,0,1,0,1,0,0,18
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,1,0,1,0,0,0,1,14
226,4,1,0,0,0,0,0,1,0,1,0,0,40
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,0,1,1,0,1,0,0,16
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,0,1,1,0,0,0,1,12
226,4,0,0,1,0,0,0,1,0,0,0,1,14
226,4,0,0,0,0,1,0,1,0,1,0,0,45
226,4,0,0,0,1,0,0,1,0,1,0,0,42
226,4,0,0,0,0,1,0,1,0,1,0,0,18
226,4,0,0,0,0,0,1,1,0,1,0,0,35
226,4,0,0,0,0,1,0,1,0,1,0,0,21
226,4,0,0,0,0,1,0,1,0,1,0,0,17
226,4,0,0,0,0,1,0,1,0,1,0,0,20
227,4,0,0,0,0,1,0,1,0,0,0,1,9
227,4,0,0,0,0,1,0,1,0,0,0,1,11
227,4,0,0,1,0,0,0,1,0,1,0,0,18
227,4,0,0,0,0,1,0,1,0,0,0,1,11
227,4,0,0,0,0,1,0,1,0,1,0,0,17
227,4,1,0,0,0,0,0,1,0,1,0,0,43
227,4,1,0,0,0,0,0,1,0,0,1,0,72
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,0,0,1,0,1,0,0,0,1,13
227,4,1,0,0,0,0,0,1,0,0,0,1,8
227,4,0,0,0,0,1,0,1,0,0,0,1,13
227,4,0,0,0,0,1,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,0,0,1,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,1,0,0,17
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,1,0,0,16
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,1,0,0,16
227,4,1,0,0,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,1,0,0,0,0,0,1,0,1,0,0,48
227,4,0,0,1,0,0,0,1,0,1,0,0,16
227,4,0,0,0,0,1,0,1,0,1,0,0,43
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,1,0,0,55
227,4,0,0,1,0,0,0,1,0,1,0,0,55
227,4,0,0,0,0,1,0,1,0,0,0,1,12
227,4,0,0,1,0,0,0,1,0,1,0,0,35
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,1,0,0,16
227,4,0,0,1,0,0,0,1,0,1,0,0,17
227,4,1,0,0,0,0,0,1,0,1,0,0,17
227,4,0,0,1,0,0,0,1,0,1,0,0,17
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,0,0,1,14
227,4,0,0,1,0,0,0,1,0,0,0,1,15
227,4,1,0,0,0,0,0,1,0,1,0,0,43
227,4,0,0,1,0,0,0,1,0,0,0,1,14
228,2,0,0,0,0,1,0,0,1,0,0,1,15
228,2,0,0,0,0,1,0,0,1,0,0,1,14
228,2,0,0,0,0,1,0,0,1,0,0,1,15
228,2,0,0,0,0,0,1,0,1,1,0,0,22
228,2,0,0,0,0,1,0,0,1,0,0,1,12
228,2,0,0,0,0,1,0,0,1,1,0,0,22
228,2,0,0,0,0,0,0,0,1,1,0,0,47
228,2,0,0,0,0,1,0,0,1,0,0,1,13
228,2,0,0,0,0,1,0,0,1,0,0,1,13
228,2,0,0,0,0,0,1,0,1,1,0,0,32
228,2,0,0,0,0,0,1,0,1,1,0,0,22
228,2,1,0,0,0,0,0,0,1,1,0,0,47
228,2,0,0,0,0,0,1,0,1,0,0,1,14
228,2,0,0,0,0,0,1,0,1,1,0,0,52
228,2,0,0,0,0,1,0,0,1,0,0,1,14
228,2,0,0,0,0,1,0,0,1,0,0,1,14
228,2,0,0,0,0,1,0,0,1,0,0,1,14
228,2,0,0,0,0,1,0,0,1,0,0,1,12
228,2,0,0,0,0,0,1,0,1,0,0,1,15
228,2,0,0,0,0,0,1,0,1,1,0,0,42
228,2,0,0,0,0,1,0,0,1,0,0,1,13
228,2,0,0,0,0,0,1,0,1,1,0,0,27
228,2,0,0,0,0,0,0,0,1,1,0,0,52
228,2,0,0,0,0,0,1,0,1,0,0,1,5
228,2,0,0,0,0,1,0,0,1,0,0,1,13
228,2,0,0,0,0,1,0,0,1,0,0,1,8
228,2,0,0,0,0,0,0,0,1,1,0,0,52
228,2,0,0,0,0,0,1,0,1,1,0,0,42
228,2,0,0,0,0,0,1,0,1,0,1,0,79
228,2,0,0,0,0,1,0,0,1,0,0,1,13
228,2,0,0,0,0,1,0,0,1,0,0,1,14
